week,week_raw,incidencePer100k,geo_insee,geo_name
2012-W08,201208,452,FR,"France"
2012-W07,201207,415,FR,"France"
2012-W06,201206,276,FR,"France"
2012-W05,201205,167,FR,"France"
2012-W04,201204,107,FR,"France"
2012-W03,201203,78,FR,"France"
2012-W02,201202,64,FR,"France"
2012-W01,201201,71,FR,"France"
2011-W52,201152,58,FR,"France"
2011-W51,201151,41,FR,"France"
2011-W50,201150,38,FR,"France"
2011-W49,201149,43,FR,"France"
2011-W48,201148,51,FR,"France"
2011-W47,201147,28,FR,"France"
2011-W46,201146,35,FR,"France"
2011-W45,201145,29,FR,"France"
2011-W44,201144,22,FR,"France"
2011-W43,201143,34,FR,"France"
2011-W42,201142,27,FR,"France"
2011-W41,201141,12,FR,"France"
2011-W40,201140,22,FR,"France"
2011-W39,201139,27,FR,"France"
2011-W38,201138,22,FR,"France"
2011-W37,201137,13,FR,"France"
2011-W36,201136,7,FR,"France"
2011-W35,201135,7,FR,"France"
2011-W34,201134,5,FR,"France"
2011-W33,201133,4,FR,"France"
2011-W32,201132,4,FR,"France"
2011-W31,201131,4,FR,"France"
2011-W30,201130,6,FR,"France"
2011-W29,201129,4,FR,"France"
2011-W28,201128,3,FR,"France"
2011-W27,201127,6,FR,"France"
2011-W26,201126,2,FR,"France"
2011-W25,201125,6,FR,"France"
2011-W24,201124,6,FR,"France"
2011-W23,201123,5,FR,"France"
2011-W22,201122,5,FR,"France"
2011-W21,201121,4,FR,"France"
2011-W20,201120,6,FR,"France"
2011-W19,201119,9,FR,"France"
2011-W18,201118,8,FR,"France"
2011-W17,201117,4,FR,"France"
2011-W16,201116,8,FR,"France"
2011-W15,201115,10,FR,"France"
2011-W14,201114,12,FR,"France"
2011-W13,201113,14,FR,"France"
2011-W12,201112,20,FR,"France"
2011-W11,201111,23,FR,"France"
2011-W10,201110,53,FR,"France"
2011-W09,201109,86,FR,"France"
2011-W08,201108,124,FR,"France"
2011-W07,201107,236,FR,"France"
2011-W06,201106,343,FR,"France"
2011-W05,201105,440,FR,"France"
2011-W04,201104,440,FR,"France"
2011-W03,201103,437,FR,"France"
2011-W02,201102,489,FR,"France"
2011-W01,201101,490,FR,"France"
2010-W52,201052,363,FR,"France"
2010-W51,201051,253,FR,"France"
2010-W50,201050,167,FR,"France"
2010-W49,201049,88,FR,"France"
2010-W48,201048,59,FR,"France"
2010-W47,201047,42,FR,"France"
2010-W46,201046,25,FR,"France"
2010-W45,201045,14,FR,"France"
2010-W44,201044,25,FR,"France"
2010-W43,201043,25,FR,"France"
2010-W42,201042,30,FR,"France"
2010-W41,201041,28,FR,"France"
2010-W40,201040,29,FR,"France"
2010-W39,201039,19,FR,"France"
2010-W38,201038,14,FR,"France"
2010-W37,201037,8,FR,"France"
2010-W36,201036,8,FR,"France"
2010-W35,201035,7,FR,"France"
2010-W34,201034,8,FR,"France"
2010-W33,201033,5,FR,"France"
2010-W32,201032,1,FR,"France"
2010-W31,201031,4,FR,"France"
2010-W30,201030,6,FR,"France"
2010-W29,201029,7,FR,"France"
2010-W28,201028,2,FR,"France"
2010-W27,201027,4,FR,"France"
2010-W26,201026,9,FR,"France"
2010-W25,201025,13,FR,"France"
2010-W24,201024,6,FR,"France"
2010-W23,201023,6,FR,"France"
2010-W22,201022,10,FR,"France"
2010-W21,201021,6,FR,"France"
2010-W20,201020,4,FR,"France"
2010-W19,201019,4,FR,"France"
2010-W18,201018,7,FR,"France"
2010-W17,201017,4,FR,"France"
2010-W16,201016,6,FR,"France"
2010-W15,201015,6,FR,"France"
2010-W14,201014,10,FR,"France"
2010-W13,201013,11,FR,"France"
2010-W12,201012,11,FR,"France"
2010-W11,201011,14,FR,"France"
2010-W10,201010,14,FR,"France"
2010-W09,201009,19,FR,"France"
2010-W08,201008,25,FR,"France"
2010-W07,201007,31,FR,"France"
2010-W06,201006,44,FR,"France"
2010-W05,201005,35,FR,"France"
2010-W04,201004,54,FR,"France"
2010-W03,201003,58,FR,"France"
2010-W02,201002,65,FR,"France"
2010-W01,201001,106,FR,"France"
2009-W53,200953,153,FR,"France"
2009-W52,200952,275,FR,"France"
2009-W51,200951,395,FR,"France"
2009-W50,200950,604,FR,"France"
2009-W49,200949,754,FR,"France"
2009-W48,200948,744,FR,"France"
2009-W47,200947,603,FR,"France"
2009-W46,200946,356,FR,"France"
2009-W45,200945,234,FR,"France"
2009-W44,200944,271,FR,"France"
2009-W43,200943,209,FR,"France"
2009-W42,200942,158,FR,"France"
2009-W41,200941,160,FR,"France"
2009-W40,200940,178,FR,"France"
2009-W39,200939,193,FR,"France"
2009-W38,200938,220,FR,"France"
2009-W37,200937,161,FR,"France"
2009-W36,200936,73,FR,"France"
2009-W35,200935,50,FR,"France"
2009-W34,200934,40,FR,"France"
2009-W33,200933,39,FR,"France"
2009-W32,200932,37,FR,"France"
2009-W31,200931,48,FR,"France"
2009-W30,200930,22,FR,"France"
2009-W29,200929,17,FR,"France"
2009-W28,200928,25,FR,"France"
2009-W27,200927,16,FR,"France"
2009-W26,200926,16,FR,"France"
2009-W25,200925,12,FR,"France"
2009-W24,200924,12,FR,"France"
2009-W23,200923,7,FR,"France"
2009-W22,200922,10,FR,"France"
2009-W21,200921,11,FR,"France"
2009-W20,200920,15,FR,"France"
2009-W19,200919,12,FR,"France"
2009-W18,200918,15,FR,"France"
2009-W17,200917,15,FR,"France"
2009-W16,200916,23,FR,"France"
2009-W15,200915,28,FR,"France"
2009-W14,200914,42,FR,"France"
2009-W13,200913,44,FR,"France"
2009-W12,200912,62,FR,"France"
2009-W11,200911,64,FR,"France"
2009-W10,200910,85,FR,"France"
2009-W09,200909,112,FR,"France"
2009-W08,200908,174,FR,"France"
2009-W07,200907,225,FR,"France"
2009-W06,200906,440,FR,"France"
2009-W05,200905,640,FR,"France"
2009-W04,200904,868,FR,"France"
2009-W03,200903,829,FR,"France"
2009-W02,200902,457,FR,"France"
2009-W01,200901,319,FR,"France"
2008-W52,200852,323,FR,"France"
2008-W51,200851,184,FR,"France"
2008-W50,200850,84,FR,"France"
2008-W49,200849,57,FR,"France"
2008-W48,200848,42,FR,"France"
2008-W47,200847,30,FR,"France"
2008-W46,200846,18,FR,"France"
2008-W45,200845,20,FR,"France"
2008-W44,200844,16,FR,"France"
2008-W43,200843,15,FR,"France"
2008-W42,200842,15,FR,"France"
2008-W41,200841,16,FR,"France"
2008-W40,200840,13,FR,"France"
2008-W39,200839,4,FR,"France"
2008-W38,200838,6,FR,"France"
2008-W37,200837,4,FR,"France"
2008-W36,200836,4,FR,"France"
2008-W35,200835,3,FR,"France"
2008-W34,200834,4,FR,"France"
2008-W33,200833,12,FR,"France"
2008-W32,200832,7,FR,"France"
2008-W31,200831,6,FR,"France"
2008-W30,200830,6,FR,"France"
2008-W29,200829,3,FR,"France"
2008-W28,200828,5,FR,"France"
2008-W27,200827,5,FR,"France"
2008-W26,200826,1,FR,"France"
2008-W25,200825,3,FR,"France"
2008-W24,200824,5,FR,"France"
2008-W23,200823,5,FR,"France"
2008-W22,200822,3,FR,"France"
2008-W21,200821,6,FR,"France"
2008-W20,200820,11,FR,"France"
2008-W19,200819,8,FR,"France"
2008-W18,200818,9,FR,"France"
2008-W17,200817,17,FR,"France"
2008-W16,200816,19,FR,"France"
2008-W15,200815,37,FR,"France"
2008-W14,200814,74,FR,"France"
2008-W13,200813,63,FR,"France"
2008-W12,200812,87,FR,"France"
2008-W11,200811,101,FR,"France"
2008-W10,200810,147,FR,"France"
2008-W09,200809,195,FR,"France"
2008-W08,200808,324,FR,"France"
2008-W07,200807,467,FR,"France"
2008-W06,200806,615,FR,"France"
2008-W05,200805,561,FR,"France"
2008-W04,200804,473,FR,"France"
2008-W03,200803,424,FR,"France"
2008-W02,200802,262,FR,"France"
2008-W01,200801,167,FR,"France"
2007-W52,200752,141,FR,"France"
2007-W51,200751,101,FR,"France"
2007-W50,200750,74,FR,"France"
2007-W49,200749,63,FR,"France"
2007-W48,200748,79,FR,"France"
2007-W47,200747,50,FR,"France"
2007-W46,200746,30,FR,"France"
2007-W45,200745,25,FR,"France"
2007-W44,200744,23,FR,"France"
2007-W43,200743,26,FR,"France"
2007-W42,200742,33,FR,"France"
2007-W41,200741,21,FR,"France"
2007-W40,200740,22,FR,"France"
2007-W39,200739,26,FR,"France"
2007-W38,200738,8,FR,"France"
2007-W37,200737,2,FR,"France"
2007-W36,200736,2,FR,"France"
2007-W35,200735,2,FR,"France"
2007-W34,200734,5,FR,"France"
2007-W33,200733,7,FR,"France"
2007-W32,200732,0,FR,"France"
2007-W31,200731,3,FR,"France"
2007-W30,200730,4,FR,"France"
2007-W29,200729,6,FR,"France"
2007-W28,200728,2,FR,"France"
2007-W27,200727,2,FR,"France"
2007-W26,200726,0,FR,"France"
2007-W25,200725,6,FR,"France"
2007-W24,200724,5,FR,"France"
2007-W23,200723,9,FR,"France"
2007-W22,200722,13,FR,"France"
2007-W21,200721,7,FR,"France"
2007-W20,200720,10,FR,"France"
2007-W19,200719,5,FR,"France"
2007-W18,200718,4,FR,"France"
2007-W17,200717,8,FR,"France"
2007-W16,200716,6,FR,"France"
2007-W15,200715,8,FR,"France"
2007-W14,200714,19,FR,"France"
2007-W13,200713,35,FR,"France"
2007-W12,200712,41,FR,"France"
2007-W11,200711,50,FR,"France"
2007-W10,200710,81,FR,"France"
2007-W09,200709,226,FR,"France"
2007-W08,200708,516,FR,"France"
2007-W07,200707,681,FR,"France"
2007-W06,200706,815,FR,"France"
2007-W05,200705,612,FR,"France"
2007-W04,200704,342,FR,"France"
2007-W03,200703,206,FR,"France"
2007-W02,200702,135,FR,"France"
2007-W01,200701,115,FR,"France"
2006-W52,200652,128,FR,"France"
2006-W51,200651,103,FR,"France"
2006-W50,200650,58,FR,"France"
2006-W49,200649,31,FR,"France"
2006-W48,200648,27,FR,"France"
2006-W47,200647,26,FR,"France"
2006-W46,200646,23,FR,"France"
2006-W45,200645,20,FR,"France"
2006-W44,200644,13,FR,"France"
2006-W43,200643,35,FR,"France"
2006-W42,200642,27,FR,"France"
2006-W41,200641,23,FR,"France"
2006-W40,200640,20,FR,"France"
2006-W39,200639,15,FR,"France"
2006-W38,200638,4,FR,"France"
2006-W37,200637,3,FR,"France"
2006-W36,200636,2,FR,"France"
2006-W35,200635,4,FR,"France"
2006-W34,200634,3,FR,"France"
2006-W33,200633,0,FR,"France"
2006-W32,200632,0,FR,"France"
2006-W31,200631,3,FR,"France"
2006-W30,200630,1,FR,"France"
2006-W29,200629,2,FR,"France"
2006-W28,200628,1,FR,"France"
2006-W27,200627,2,FR,"France"
2006-W26,200626,7,FR,"France"
2006-W25,200625,10,FR,"France"
2006-W24,200624,7,FR,"France"
2006-W23,200623,7,FR,"France"
2006-W22,200622,10,FR,"France"
2006-W21,200621,8,FR,"France"
2006-W20,200620,15,FR,"France"
2006-W19,200619,8,FR,"France"
2006-W18,200618,7,FR,"France"
2006-W17,200617,29,FR,"France"
2006-W16,200616,36,FR,"France"
2006-W15,200615,44,FR,"France"
2006-W14,200614,66,FR,"France"
2006-W13,200613,126,FR,"France"
2006-W12,200612,177,FR,"France"
2006-W11,200611,201,FR,"France"
2006-W10,200610,204,FR,"France"
2006-W09,200609,269,FR,"France"
2006-W08,200608,326,FR,"France"
2006-W07,200607,400,FR,"France"
2006-W06,200606,421,FR,"France"
2006-W05,200605,303,FR,"France"
2006-W04,200604,171,FR,"France"
2006-W03,200603,109,FR,"France"
2006-W02,200602,64,FR,"France"
2006-W01,200601,57,FR,"France"
2005-W52,200552,53,FR,"France"
2005-W51,200551,67,FR,"France"
2005-W50,200550,61,FR,"France"
2005-W49,200549,46,FR,"France"
2005-W48,200548,41,FR,"France"
2005-W47,200547,44,FR,"France"
2005-W46,200546,40,FR,"France"
2005-W45,200545,24,FR,"France"
2005-W44,200544,34,FR,"France"
2005-W43,200543,30,FR,"France"
2005-W42,200542,39,FR,"France"
2005-W41,200541,44,FR,"France"
2005-W40,200540,44,FR,"France"
2005-W39,200539,40,FR,"France"
2005-W38,200538,36,FR,"France"
2005-W37,200537,17,FR,"France"
2005-W36,200536,12,FR,"France"
2005-W35,200535,4,FR,"France"
2005-W34,200534,9,FR,"France"
2005-W33,200533,5,FR,"France"
2005-W32,200532,3,FR,"France"
2005-W31,200531,6,FR,"France"
2005-W30,200530,4,FR,"France"
2005-W29,200529,7,FR,"France"
2005-W28,200528,3,FR,"France"
2005-W27,200527,4,FR,"France"
2005-W26,200526,8,FR,"France"
2005-W25,200525,4,FR,"France"
2005-W24,200524,10,FR,"France"
2005-W23,200523,9,FR,"France"
2005-W22,200522,6,FR,"France"
2005-W21,200521,7,FR,"France"
2005-W20,200520,13,FR,"France"
2005-W19,200519,13,FR,"France"
2005-W18,200518,5,FR,"France"
2005-W17,200517,12,FR,"France"
2005-W16,200516,16,FR,"France"
2005-W15,200515,25,FR,"France"
2005-W14,200514,36,FR,"France"
2005-W13,200513,71,FR,"France"
2005-W12,200512,149,FR,"France"
2005-W11,200511,302,FR,"France"
2005-W10,200510,367,FR,"France"
2005-W09,200509,416,FR,"France"
2005-W08,200508,458,FR,"France"
2005-W07,200507,759,FR,"France"
2005-W06,200506,939,FR,"France"
2005-W05,200505,938,FR,"France"
2005-W04,200504,523,FR,"France"
2005-W03,200503,255,FR,"France"
2005-W02,200502,147,FR,"France"
2005-W01,200501,92,FR,"France"
2004-W53,200453,68,FR,"France"
2004-W52,200452,54,FR,"France"
2004-W51,200451,77,FR,"France"
2004-W50,200450,70,FR,"France"
2004-W49,200449,45,FR,"France"
2004-W48,200448,51,FR,"France"
2004-W47,200447,35,FR,"France"
2004-W46,200446,23,FR,"France"
2004-W45,200445,26,FR,"France"
2004-W44,200444,38,FR,"France"
2004-W43,200443,28,FR,"France"
2004-W42,200442,34,FR,"France"
2004-W41,200441,26,FR,"France"
2004-W40,200440,43,FR,"France"
2004-W39,200439,38,FR,"France"
2004-W38,200438,29,FR,"France"
2004-W37,200437,15,FR,"France"
2004-W36,200436,13,FR,"France"
2004-W35,200435,7,FR,"France"
2004-W34,200434,7,FR,"France"
2004-W33,200433,3,FR,"France"
2004-W32,200432,6,FR,"France"
2004-W31,200431,5,FR,"France"
2004-W30,200430,6,FR,"France"
2004-W29,200429,9,FR,"France"
2004-W28,200428,11,FR,"France"
2004-W27,200427,12,FR,"France"
2004-W26,200426,12,FR,"France"
2004-W25,200425,5,FR,"France"
2004-W24,200424,11,FR,"France"
2004-W23,200423,16,FR,"France"
2004-W22,200422,13,FR,"France"
2004-W21,200421,13,FR,"France"
2004-W20,200420,13,FR,"France"
2004-W19,200419,12,FR,"France"
2004-W18,200418,8,FR,"France"
2004-W17,200417,6,FR,"France"
2004-W16,200416,9,FR,"France"
2004-W15,200415,14,FR,"France"
2004-W14,200414,26,FR,"France"
2004-W13,200413,14,FR,"France"
2004-W12,200412,21,FR,"France"
2004-W11,200411,23,FR,"France"
2004-W10,200410,37,FR,"France"
2004-W09,200409,21,FR,"France"
2004-W08,200408,29,FR,"France"
2004-W07,200407,42,FR,"France"
2004-W06,200406,46,FR,"France"
2004-W05,200405,58,FR,"France"
2004-W04,200404,74,FR,"France"
2004-W03,200403,100,FR,"France"
2004-W02,200402,158,FR,"France"
2004-W01,200401,181,FR,"France"
2003-W52,200352,121,FR,"France"
2003-W51,200351,744,FR,"France"
2003-W50,200350,873,FR,"France"
2003-W49,200349,928,FR,"France"
2003-W48,200348,860,FR,"France"
2003-W47,200347,556,FR,"France"
2003-W46,200346,244,FR,"France"
2003-W45,200345,160,FR,"France"
2003-W44,200344,91,FR,"France"
2003-W43,200343,77,FR,"France"
2003-W42,200342,65,FR,"France"
2003-W41,200341,49,FR,"France"
2003-W40,200340,52,FR,"France"
2003-W39,200339,44,FR,"France"
2003-W38,200338,25,FR,"France"
2003-W37,200337,25,FR,"France"
2003-W36,200336,18,FR,"France"
2003-W35,200335,3,FR,"France"
2003-W34,200334,4,FR,"France"
2003-W33,200333,3,FR,"France"
2003-W32,200332,3,FR,"France"
2003-W31,200331,9,FR,"France"
2003-W30,200330,5,FR,"France"
2003-W29,200329,11,FR,"France"
2003-W28,200328,7,FR,"France"
2003-W27,200327,4,FR,"France"
2003-W26,200326,9,FR,"France"
2003-W25,200325,4,FR,"France"
2003-W24,200324,14,FR,"France"
2003-W23,200323,8,FR,"France"
2003-W22,200322,4,FR,"France"
2003-W21,200321,9,FR,"France"
2003-W20,200320,13,FR,"France"
2003-W19,200319,14,FR,"France"
2003-W18,200318,20,FR,"France"
2003-W17,200317,77,FR,"France"
2003-W16,200316,85,FR,"France"
2003-W15,200315,116,FR,"France"
2003-W14,200314,117,FR,"France"
2003-W13,200313,118,FR,"France"
2003-W12,200312,148,FR,"France"
2003-W11,200311,167,FR,"France"
2003-W10,200310,203,FR,"France"
2003-W09,200309,296,FR,"France"
2003-W08,200308,372,FR,"France"
2003-W07,200307,396,FR,"France"
2003-W06,200306,346,FR,"France"
2003-W05,200305,254,FR,"France"
2003-W04,200304,159,FR,"France"
2003-W03,200303,85,FR,"France"
2003-W02,200302,53,FR,"France"
2003-W01,200301,52,FR,"France"
2002-W52,200252,79,FR,"France"
2002-W51,200251,80,FR,"France"
2002-W50,200250,59,FR,"France"
2002-W49,200249,41,FR,"France"
2002-W48,200248,33,FR,"France"
2002-W47,200247,28,FR,"France"
2002-W46,200246,21,FR,"France"
2002-W45,200245,32,FR,"France"
2002-W44,200244,30,FR,"France"
2002-W43,200243,24,FR,"France"
2002-W42,200242,23,FR,"France"
2002-W41,200241,19,FR,"France"
2002-W40,200240,14,FR,"France"
2002-W39,200239,27,FR,"France"
2002-W38,200238,12,FR,"France"
2002-W37,200237,21,FR,"France"
2002-W36,200236,3,FR,"France"
2002-W35,200235,4,FR,"France"
2002-W34,200234,5,FR,"France"
2002-W33,200233,4,FR,"France"
2002-W32,200232,2,FR,"France"
2002-W31,200231,9,FR,"France"
2002-W30,200230,6,FR,"France"
2002-W29,200229,9,FR,"France"
2002-W28,200228,11,FR,"France"
2002-W27,200227,3,FR,"France"
2002-W26,200226,8,FR,"France"
2002-W25,200225,8,FR,"France"
2002-W24,200224,20,FR,"France"
2002-W23,200223,26,FR,"France"
2002-W22,200222,8,FR,"France"
2002-W21,200221,10,FR,"France"
2002-W20,200220,6,FR,"France"
2002-W19,200219,10,FR,"France"
2002-W18,200218,10,FR,"France"
2002-W17,200217,12,FR,"France"
2002-W16,200216,30,FR,"France"
2002-W15,200215,36,FR,"France"
2002-W14,200214,40,FR,"France"
2002-W13,200213,46,FR,"France"
2002-W12,200212,56,FR,"France"
2002-W11,200211,68,FR,"France"
2002-W10,200210,72,FR,"France"
2002-W09,200209,107,FR,"France"
2002-W08,200208,197,FR,"France"
2002-W07,200207,286,FR,"France"
2002-W06,200206,546,FR,"France"
2002-W05,200205,767,FR,"France"
2002-W04,200204,848,FR,"France"
2002-W03,200203,645,FR,"France"
2002-W02,200202,410,FR,"France"
2002-W01,200201,194,FR,"France"
2001-W52,200152,98,FR,"France"
2001-W51,200151,78,FR,"France"
2001-W50,200150,53,FR,"France"
2001-W49,200149,59,FR,"France"
2001-W48,200148,73,FR,"France"
2001-W47,200147,46,FR,"France"
2001-W46,200146,36,FR,"France"
2001-W45,200145,35,FR,"France"
2001-W44,200144,19,FR,"France"
2001-W43,200143,39,FR,"France"
2001-W42,200142,32,FR,"France"
2001-W41,200141,34,FR,"France"
2001-W40,200140,31,FR,"France"
2001-W39,200139,43,FR,"France"
2001-W38,200138,16,FR,"France"
2001-W37,200137,14,FR,"France"
2001-W36,200136,8,FR,"France"
2001-W35,200135,7,FR,"France"
2001-W34,200134,5,FR,"France"
2001-W33,200133,0,FR,"France"
2001-W32,200132,0,FR,"France"
2001-W31,200131,32,FR,"France"
2001-W30,200130,4,FR,"France"
2001-W29,200129,4,FR,"France"
2001-W28,200128,6,FR,"France"
2001-W27,200127,8,FR,"France"
2001-W26,200126,6,FR,"France"
2001-W25,200125,4,FR,"France"
2001-W24,200124,8,FR,"France"
2001-W23,200123,11,FR,"France"
2001-W22,200122,8,FR,"France"
2001-W21,200121,15,FR,"France"
2001-W20,200120,26,FR,"France"
2001-W19,200119,29,FR,"France"
2001-W18,200118,36,FR,"France"
2001-W17,200117,44,FR,"France"
2001-W16,200116,41,FR,"France"
2001-W15,200115,41,FR,"France"
2001-W14,200114,68,FR,"France"
2001-W13,200113,82,FR,"France"
2001-W12,200112,77,FR,"France"
2001-W11,200111,84,FR,"France"
2001-W10,200110,79,FR,"France"
2001-W09,200109,99,FR,"France"
2001-W08,200108,131,FR,"France"
2001-W07,200107,215,FR,"France"
2001-W06,200106,382,FR,"France"
2001-W05,200105,471,FR,"France"
2001-W04,200104,354,FR,"France"
2001-W03,200103,236,FR,"France"
2001-W02,200102,178,FR,"France"
2001-W01,200101,167,FR,"France"
2000-W52,200052,244,FR,"France"
2000-W51,200051,213,FR,"France"
2000-W50,200050,169,FR,"France"
2000-W49,200049,126,FR,"France"
2000-W48,200048,74,FR,"France"
2000-W47,200047,110,FR,"France"
2000-W46,200046,35,FR,"France"
2000-W45,200045,43,FR,"France"
2000-W44,200044,28,FR,"France"
2000-W43,200043,63,FR,"France"
2000-W42,200042,70,FR,"France"
2000-W41,200041,68,FR,"France"
2000-W40,200040,46,FR,"France"
2000-W39,200039,33,FR,"France"
2000-W38,200038,13,FR,"France"
2000-W37,200037,4,FR,"France"
2000-W36,200036,5,FR,"France"
2000-W35,200035,10,FR,"France"
2000-W34,200034,9,FR,"France"
2000-W33,200033,3,FR,"France"
2000-W32,200032,2,FR,"France"
2000-W31,200031,4,FR,"France"
2000-W30,200030,0,FR,"France"
2000-W29,200029,3,FR,"France"
2000-W28,200028,2,FR,"France"
2000-W27,200027,4,FR,"France"
2000-W26,200026,3,FR,"France"
2000-W25,200025,7,FR,"France"
2000-W24,200024,9,FR,"France"
2000-W23,200023,15,FR,"France"
2000-W22,200022,8,FR,"France"
2000-W21,200021,7,FR,"France"
2000-W20,200020,8,FR,"France"
2000-W19,200019,24,FR,"France"
2000-W18,200018,9,FR,"France"
2000-W17,200017,12,FR,"France"
2000-W16,200016,9,FR,"France"
2000-W15,200015,20,FR,"France"
2000-W14,200014,19,FR,"France"
2000-W13,200013,15,FR,"France"
2000-W12,200012,12,FR,"France"
2000-W11,200011,21,FR,"France"
2000-W10,200010,15,FR,"France"
2000-W09,200009,25,FR,"France"
2000-W08,200008,40,FR,"France"
2000-W07,200007,101,FR,"France"
2000-W06,200006,249,FR,"France"
2000-W05,200005,445,FR,"France"
2000-W04,200004,637,FR,"France"
2000-W03,200003,824,FR,"France"
2000-W02,200002,886,FR,"France"
2000-W01,200001,922,FR,"France"
1999-W52,199952,663,FR,"France"
1999-W51,199951,465,FR,"France"
1999-W50,199950,310,FR,"France"
1999-W49,199949,192,FR,"France"
1999-W48,199948,100,FR,"France"
1999-W47,199947,61,FR,"France"
1999-W46,199946,15,FR,"France"
1999-W45,199945,30,FR,"France"
1999-W44,199944,31,FR,"France"
1999-W43,199943,31,FR,"France"
1999-W42,199942,33,FR,"France"
1999-W41,199941,43,FR,"France"
1999-W40,199940,41,FR,"France"
1999-W39,199939,49,FR,"France"
1999-W38,199938,21,FR,"France"
1999-W37,199937,13,FR,"France"
1999-W36,199936,14,FR,"France"
1999-W35,199935,6,FR,"France"
1999-W34,199934,13,FR,"France"
1999-W33,199933,17,FR,"France"
1999-W32,199932,12,FR,"France"
1999-W31,199931,5,FR,"France"
1999-W30,199930,3,FR,"France"
1999-W29,199929,7,FR,"France"
1999-W28,199928,6,FR,"France"
1999-W27,199927,9,FR,"France"
1999-W26,199926,6,FR,"France"
1999-W25,199925,9,FR,"France"
1999-W24,199924,7,FR,"France"
1999-W23,199923,9,FR,"France"
1999-W22,199922,8,FR,"France"
1999-W21,199921,7,FR,"France"
1999-W20,199920,10,FR,"France"
1999-W19,199919,11,FR,"France"
1999-W18,199918,5,FR,"France"
1999-W17,199917,5,FR,"France"
1999-W16,199916,13,FR,"France"
1999-W15,199915,20,FR,"France"
1999-W14,199914,32,FR,"France"
1999-W13,199913,66,FR,"France"
1999-W12,199912,99,FR,"France"
1999-W11,199911,156,FR,"France"
1999-W10,199910,253,FR,"France"
1999-W09,199909,355,FR,"France"
1999-W08,199908,536,FR,"France"
1999-W07,199907,896,FR,"France"
1999-W06,199906,844,FR,"France"
1999-W05,199905,815,FR,"France"
1999-W04,199904,630,FR,"France"
1999-W03,199903,414,FR,"France"
1999-W02,199902,275,FR,"France"
1999-W01,199901,222,FR,"France"
1998-W53,199853,185,FR,"France"
1998-W52,199852,124,FR,"France"
1998-W51,199851,134,FR,"France"
1998-W50,199850,94,FR,"France"
1998-W49,199849,57,FR,"France"
1998-W48,199848,39,FR,"France"
1998-W47,199847,25,FR,"France"
1998-W46,199846,24,FR,"France"
1998-W45,199845,22,FR,"France"
1998-W44,199844,22,FR,"France"
1998-W43,199843,21,FR,"France"
1998-W42,199842,32,FR,"France"
1998-W41,199841,42,FR,"France"
1998-W40,199840,35,FR,"France"
1998-W39,199839,29,FR,"France"
1998-W38,199838,19,FR,"France"
1998-W37,199837,12,FR,"France"
1998-W36,199836,5,FR,"France"
1998-W35,199835,4,FR,"France"
1998-W34,199834,7,FR,"France"
1998-W33,199833,5,FR,"France"
1998-W32,199832,2,FR,"France"
1998-W31,199831,21,FR,"France"
1998-W30,199830,9,FR,"France"
1998-W29,199829,11,FR,"France"
1998-W28,199828,16,FR,"France"
1998-W27,199827,21,FR,"France"
1998-W26,199826,18,FR,"France"
