week,week_raw,incidencePer100k,geo_insee,geo_name
1998-W25,199825,31,FR,"France"
1998-W24,199824,28,FR,"France"
1998-W23,199823,15,FR,"France"
1998-W22,199822,9,FR,"France"
1998-W21,199821,8,FR,"France"
1998-W20,199820,21,FR,"France"
1998-W19,199819,41,FR,"France"
1998-W18,199818,54,FR,"France"
1998-W17,199817,105,FR,"France"
1998-W16,199816,211,FR,"France"
1998-W15,199815,294,FR,"France"
1998-W14,199814,547,FR,"France"
1998-W13,199813,512,FR,"France"
1998-W12,199812,452,FR,"France"
1998-W11,199811,378,FR,"France"
1998-W10,199810,347,FR,"France"
1998-W09,199809,390,FR,"France"
1998-W08,199808,465,FR,"France"
1998-W07,199807,326,FR,"France"
1998-W06,199806,151,FR,"France"
1998-W05,199805,77,FR,"France"
1998-W04,199804,51,FR,"France"
1998-W03,199803,41,FR,"France"
1998-W02,199802,53,FR,"France"
1998-W01,199801,43,FR,"France"
1997-W52,199752,50,FR,"France"
1997-W51,199751,60,FR,"France"
1997-W50,199750,58,FR,"France"
1997-W49,199749,27,FR,"France"
1997-W48,199748,20,FR,"France"
1997-W47,199747,19,FR,"France"
1997-W46,199746,14,FR,"France"
1997-W45,199745,31,FR,"France"
1997-W44,199744,34,FR,"France"
1997-W43,199743,29,FR,"France"
1997-W42,199742,26,FR,"France"
1997-W41,199741,29,FR,"France"
1997-W40,199740,23,FR,"France"
1997-W39,199739,18,FR,"France"
1997-W38,199738,6,FR,"France"
1997-W37,199737,8,FR,"France"
1997-W36,199736,9,FR,"France"
1997-W35,199735,3,FR,"France"
1997-W34,199734,6,FR,"France"
1997-W33,199733,3,FR,"France"
1997-W32,199732,4,FR,"France"
1997-W31,199731,2,FR,"France"
1997-W30,199730,4,FR,"France"
1997-W29,199729,3,FR,"France"
1997-W28,199728,3,FR,"France"
1997-W27,199727,4,FR,"France"
1997-W26,199726,10,FR,"France"
1997-W25,199725,7,FR,"France"
1997-W24,199724,8,FR,"France"
1997-W23,199723,8,FR,"France"
1997-W22,199722,4,FR,"France"
1997-W21,199721,4,FR,"France"
1997-W20,199720,6,FR,"France"
1997-W19,199719,8,FR,"France"
1997-W18,199718,9,FR,"France"
1997-W17,199717,24,FR,"France"
1997-W16,199716,21,FR,"France"
1997-W15,199715,16,FR,"France"
1997-W14,199714,23,FR,"France"
1997-W13,199713,31,FR,"France"
1997-W12,199712,30,FR,"France"
1997-W11,199711,34,FR,"France"
1997-W10,199710,38,FR,"France"
1997-W09,199709,51,FR,"France"
1997-W08,199708,95,FR,"France"
1997-W07,199707,122,FR,"France"
1997-W06,199706,132,FR,"France"
1997-W05,199705,165,FR,"France"
1997-W04,199704,167,FR,"France"
1997-W03,199703,248,FR,"France"
1997-W02,199702,364,FR,"France"
1997-W01,199701,483,FR,"France"
1996-W52,199652,670,FR,"France"
1996-W51,199651,1106,FR,"France"
1996-W50,199650,924,FR,"France"
1996-W49,199649,710,FR,"France"
1996-W48,199648,338,FR,"France"
1996-W47,199647,124,FR,"France"
1996-W46,199646,55,FR,"France"
1996-W45,199645,44,FR,"France"
1996-W44,199644,19,FR,"France"
1996-W43,199643,22,FR,"France"
1996-W42,199642,21,FR,"France"
1996-W41,199641,17,FR,"France"
1996-W40,199640,19,FR,"France"
1996-W39,199639,14,FR,"France"
1996-W38,199638,16,FR,"France"
1996-W37,199637,5,FR,"France"
1996-W36,199636,2,FR,"France"
1996-W35,199635,3,FR,"France"
1996-W34,199634,2,FR,"France"
1996-W33,199633,1,FR,"France"
1996-W32,199632,3,FR,"France"
1996-W31,199631,5,FR,"France"
1996-W30,199630,5,FR,"France"
1996-W29,199629,3,FR,"France"
1996-W28,199628,5,FR,"France"
1996-W27,199627,8,FR,"France"
1996-W26,199626,5,FR,"France"
1996-W25,199625,4,FR,"France"
1996-W24,199624,4,FR,"France"
1996-W23,199623,5,FR,"France"
1996-W22,199622,7,FR,"France"
1996-W21,199621,12,FR,"France"
1996-W20,199620,18,FR,"France"
1996-W19,199619,21,FR,"France"
1996-W18,199618,32,FR,"France"
1996-W17,199617,43,FR,"France"
1996-W16,199616,51,FR,"France"
1996-W15,199615,89,FR,"France"
1996-W14,199614,77,FR,"France"
1996-W13,199613,53,FR,"France"
1996-W12,199612,55,FR,"France"
1996-W11,199611,42,FR,"France"
1996-W10,199610,36,FR,"France"
1996-W09,199609,34,FR,"France"
1996-W08,199608,33,FR,"France"
1996-W07,199607,40,FR,"France"
1996-W06,199606,38,FR,"France"
1996-W05,199605,44,FR,"France"
1996-W04,199604,75,FR,"France"
1996-W03,199603,94,FR,"France"
1996-W02,199602,182,FR,"France"
1996-W01,199601,386,FR,"France"
1995-W52,199552,688,FR,"France"
1995-W51,199551,1299,FR,"France"
1995-W50,199550,1047,FR,"France"
1995-W49,199549,650,FR,"France"
1995-W48,199548,357,FR,"France"
1995-W47,199547,209,FR,"France"
1995-W46,199546,108,FR,"France"
1995-W45,199545,52,FR,"France"
1995-W44,199544,23,FR,"France"
1995-W43,199543,28,FR,"France"
1995-W42,199542,26,FR,"France"
1995-W41,199541,26,FR,"France"
1995-W40,199540,28,FR,"France"
1995-W39,199539,32,FR,"France"
1995-W38,199538,23,FR,"France"
1995-W37,199537,8,FR,"France"
1995-W36,199536,6,FR,"France"
1995-W35,199535,4,FR,"France"
1995-W34,199534,3,FR,"France"
1995-W33,199533,2,FR,"France"
1995-W32,199532,1,FR,"France"
1995-W31,199531,3,FR,"France"
1995-W30,199530,3,FR,"France"
1995-W29,199529,4,FR,"France"
1995-W28,199528,6,FR,"France"
1995-W27,199527,8,FR,"France"
1995-W26,199526,9,FR,"France"
1995-W25,199525,8,FR,"France"
1995-W24,199524,14,FR,"France"
1995-W23,199523,24,FR,"France"
1995-W22,199522,24,FR,"France"
1995-W21,199521,21,FR,"France"
1995-W20,199520,33,FR,"France"
1995-W19,199519,45,FR,"France"
1995-W18,199518,68,FR,"France"
1995-W17,199517,153,FR,"France"
1995-W16,199516,243,FR,"France"
1995-W15,199515,313,FR,"France"
1995-W14,199514,431,FR,"France"
1995-W13,199513,363,FR,"France"
1995-W12,199512,212,FR,"France"
1995-W11,199511,142,FR,"France"
1995-W10,199510,86,FR,"France"
1995-W09,199509,69,FR,"France"
1995-W08,199508,66,FR,"France"
1995-W07,199507,53,FR,"France"
1995-W06,199506,65,FR,"France"
1995-W05,199505,48,FR,"France"
1995-W04,199504,48,FR,"France"
1995-W03,199503,43,FR,"France"
1995-W02,199502,41,FR,"France"
1995-W01,199501,46,FR,"France"
1994-W52,199452,38,FR,"France"
1994-W51,199451,47,FR,"France"
1994-W50,199450,50,FR,"France"
1994-W49,199449,37,FR,"France"
1994-W48,199448,32,FR,"France"
1994-W47,199447,26,FR,"France"
1994-W46,199446,25,FR,"France"
1994-W45,199445,21,FR,"France"
1994-W44,199444,20,FR,"France"
1994-W43,199443,20,FR,"France"
1994-W42,199442,25,FR,"France"
1994-W41,199441,24,FR,"France"
1994-W40,199440,28,FR,"France"
1994-W39,199439,28,FR,"France"
1994-W38,199438,27,FR,"France"
1994-W37,199437,10,FR,"France"
1994-W36,199436,5,FR,"France"
1994-W35,199435,8,FR,"France"
1994-W34,199434,6,FR,"France"
1994-W33,199433,7,FR,"France"
1994-W32,199432,8,FR,"France"
1994-W31,199431,9,FR,"France"
1994-W30,199430,4,FR,"France"
1994-W29,199429,2,FR,"France"
1994-W28,199428,3,FR,"France"
1994-W27,199427,1,FR,"France"
1994-W26,199426,2,FR,"France"
1994-W25,199425,9,FR,"France"
1994-W24,199424,11,FR,"France"
1994-W23,199423,11,FR,"France"
1994-W22,199422,1,FR,"France"
1994-W21,199421,4,FR,"France"
1994-W20,199420,4,FR,"France"
1994-W19,199419,3,FR,"France"
1994-W18,199418,6,FR,"France"
1994-W17,199417,4,FR,"France"
1994-W16,199416,9,FR,"France"
1994-W15,199415,12,FR,"France"
1994-W14,199414,8,FR,"France"
1994-W13,199413,6,FR,"France"
1994-W12,199412,7,FR,"France"
1994-W11,199411,9,FR,"France"
1994-W10,199410,8,FR,"France"
1994-W09,199409,10,FR,"France"
1994-W08,199408,17,FR,"France"
1994-W07,199407,25,FR,"France"
1994-W06,199406,30,FR,"France"
1994-W05,199405,32,FR,"France"
1994-W04,199404,41,FR,"France"
1994-W03,199403,52,FR,"France"
1994-W02,199402,82,FR,"France"
1994-W01,199401,205,FR,"France"
1993-W52,199352,406,FR,"France"
1993-W51,199351,658,FR,"France"
1993-W50,199350,1094,FR,"France"
1993-W49,199349,1565,FR,"France"
1993-W48,199348,920,FR,"France"
1993-W47,199347,421,FR,"France"
1993-W46,199346,133,FR,"France"
1993-W45,199345,56,FR,"France"
1993-W44,199344,31,FR,"France"
1993-W43,199343,26,FR,"France"
1993-W42,199342,33,FR,"France"
1993-W41,199341,32,FR,"France"
1993-W40,199340,24,FR,"France"
1993-W39,199339,26,FR,"France"
1993-W38,199338,18,FR,"France"
1993-W37,199337,12,FR,"France"
1993-W36,199336,8,FR,"France"
1993-W35,199335,10,FR,"France"
1993-W34,199334,5,FR,"France"
1993-W33,199333,6,FR,"France"
1993-W32,199332,7,FR,"France"
1993-W31,199331,7,FR,"France"
1993-W30,199330,7,FR,"France"
1993-W29,199329,6,FR,"France"
1993-W28,199328,3,FR,"France"
1993-W27,199327,4,FR,"France"
1993-W26,199326,5,FR,"France"
1993-W25,199325,15,FR,"France"
1993-W24,199324,12,FR,"France"
1993-W23,199323,13,FR,"France"
1993-W22,199322,6,FR,"France"
1993-W21,199321,10,FR,"France"
1993-W20,199320,9,FR,"France"
1993-W19,199319,8,FR,"France"
1993-W18,199318,9,FR,"France"
1993-W17,199317,14,FR,"France"
1993-W16,199316,43,FR,"France"
1993-W15,199315,39,FR,"France"
1993-W14,199314,67,FR,"France"
1993-W13,199313,110,FR,"France"
1993-W12,199312,111,FR,"France"
1993-W11,199311,140,FR,"France"
1993-W10,199310,223,FR,"France"
1993-W09,199309,321,FR,"France"
1993-W08,199308,389,FR,"France"
1993-W07,199307,433,FR,"France"
1993-W06,199306,500,FR,"France"
1993-W05,199305,446,FR,"France"
1993-W04,199304,337,FR,"France"
1993-W03,199303,258,FR,"France"
1993-W02,199302,157,FR,"France"
1993-W01,199301,131,FR,"France"
1992-W53,199253,99,FR,"France"
1992-W52,199252,87,FR,"France"
1992-W51,199251,72,FR,"France"
1992-W50,199250,70,FR,"France"
1992-W49,199249,69,FR,"France"
1992-W48,199248,57,FR,"France"
1992-W47,199247,46,FR,"France"
1992-W46,199246,40,FR,"France"
1992-W45,199245,39,FR,"France"
1992-W44,199244,48,FR,"France"
1992-W43,199243,44,FR,"France"
1992-W42,199242,52,FR,"France"
1992-W41,199241,42,FR,"France"
1992-W40,199240,31,FR,"France"
1992-W39,199239,24,FR,"France"
1992-W38,199238,17,FR,"France"
1992-W37,199237,13,FR,"France"
1992-W36,199236,9,FR,"France"
1992-W35,199235,11,FR,"France"
1992-W34,199234,5,FR,"France"
1992-W33,199233,7,FR,"France"
1992-W32,199232,9,FR,"France"
1992-W31,199231,7,FR,"France"
1992-W30,199230,5,FR,"France"
1992-W29,199229,6,FR,"France"
1992-W28,199228,7,FR,"France"
1992-W27,199227,10,FR,"France"
1992-W26,199226,10,FR,"France"
1992-W25,199225,9,FR,"France"
1992-W24,199224,10,FR,"France"
1992-W23,199223,7,FR,"France"
1992-W22,199222,9,FR,"France"
1992-W21,199221,9,FR,"France"
1992-W20,199220,8,FR,"France"
1992-W19,199219,5,FR,"France"
1992-W18,199218,7,FR,"France"
1992-W17,199217,6,FR,"France"
1992-W16,199216,10,FR,"France"
1992-W15,199215,15,FR,"France"
1992-W14,199214,20,FR,"France"
1992-W13,199213,20,FR,"France"
1992-W12,199212,21,FR,"France"
1992-W11,199211,20,FR,"France"
1992-W10,199210,34,FR,"France"
1992-W09,199209,47,FR,"France"
1992-W08,199208,66,FR,"France"
1992-W07,199207,100,FR,"France"
1992-W06,199206,197,FR,"France"
1992-W05,199205,290,FR,"France"
1992-W04,199204,259,FR,"France"
1992-W03,199203,241,FR,"France"
1992-W02,199202,325,FR,"France"
1992-W01,199201,434,FR,"France"
1991-W52,199152,615,FR,"France"
1991-W51,199151,666,FR,"France"
1991-W50,199150,350,FR,"France"
1991-W49,199149,165,FR,"France"
1991-W48,199148,79,FR,"France"
1991-W47,199147,63,FR,"France"
1991-W46,199146,42,FR,"France"
1991-W45,199145,34,FR,"France"
1991-W44,199144,38,FR,"France"
1991-W43,199143,51,FR,"France"
1991-W42,199142,48,FR,"France"
1991-W41,199141,50,FR,"France"
1991-W40,199140,47,FR,"France"
1991-W39,199139,25,FR,"France"
1991-W38,199138,13,FR,"France"
1991-W37,199137,4,FR,"France"
1991-W36,199136,4,FR,"France"
1991-W35,199135,4,FR,"France"
1991-W34,199134,4,FR,"France"
1991-W33,199133,3,FR,"France"
1991-W32,199132,1,FR,"France"
1991-W31,199131,4,FR,"France"
1991-W30,199130,4,FR,"France"
1991-W29,199129,7,FR,"France"
1991-W28,199128,6,FR,"France"
1991-W27,199127,6,FR,"France"
1991-W26,199126,11,FR,"France"
1991-W25,199125,14,FR,"France"
1991-W24,199124,14,FR,"France"
1991-W23,199123,12,FR,"France"
1991-W22,199122,11,FR,"France"
1991-W21,199121,11,FR,"France"
1991-W20,199120,15,FR,"France"
1991-W19,199119,14,FR,"France"
1991-W18,199118,19,FR,"France"
1991-W17,199117,27,FR,"France"
1991-W16,199116,28,FR,"France"
1991-W15,199115,26,FR,"France"
1991-W14,199114,49,FR,"France"
1991-W13,199113,57,FR,"France"
1991-W12,199112,49,FR,"France"
1991-W11,199111,81,FR,"France"
1991-W10,199110,156,FR,"France"
1991-W09,199109,245,FR,"France"
1991-W08,199108,381,FR,"France"
1991-W07,199107,367,FR,"France"
1991-W06,199106,237,FR,"France"
1991-W05,199105,129,FR,"France"
1991-W04,199104,85,FR,"France"
1991-W03,199103,52,FR,"France"
1991-W02,199102,52,FR,"France"
1991-W01,199101,76,FR,"France"
1990-W52,199052,73,FR,"France"
1990-W51,199051,83,FR,"France"
1990-W50,199050,78,FR,"France"
1990-W49,199049,68,FR,"France"
1990-W48,199048,52,FR,"France"
1990-W47,199047,41,FR,"France"
1990-W46,199046,36,FR,"France"
1990-W45,199045,31,FR,"France"
1990-W44,199044,29,FR,"France"
1990-W43,199043,31,FR,"France"
1990-W42,199042,23,FR,"France"
1990-W41,199041,35,FR,"France"
1990-W40,199040,36,FR,"France"
1990-W39,199039,28,FR,"France"
1990-W38,199038,20,FR,"France"
1990-W37,199037,7,FR,"France"
1990-W36,199036,4,FR,"France"
1990-W35,199035,2,FR,"France"
1990-W34,199034,0,FR,"France"
1990-W33,199033,0,FR,"France"
1990-W32,199032,2,FR,"France"
1990-W31,199031,2,FR,"France"
1990-W30,199030,1,FR,"France"
1990-W29,199029,2,FR,"France"
1990-W28,199028,2,FR,"France"
1990-W27,199027,5,FR,"France"
1990-W26,199026,13,FR,"France"
1990-W25,199025,14,FR,"France"
1990-W24,199024,10,FR,"France"
1990-W23,199023,6,FR,"France"
1990-W22,199022,7,FR,"France"
1990-W21,199021,2,FR,"France"
1990-W20,199020,8,FR,"France"
1990-W19,199019,10,FR,"France"
1990-W18,199018,3,FR,"France"
1990-W17,199017,9,FR,"France"
1990-W16,199016,14,FR,"France"
1990-W15,199015,21,FR,"France"
1990-W14,199014,23,FR,"France"
1990-W13,199013,39,FR,"France"
1990-W12,199012,30,FR,"France"
1990-W11,199011,35,FR,"France"
1990-W10,199010,29,FR,"France"
1990-W09,199009,39,FR,"France"
1990-W08,199008,46,FR,"France"
1990-W07,199007,109,FR,"France"
1990-W06,199006,707,FR,"France"
1990-W05,199005,286,FR,"France"
1990-W04,199004,509,FR,"France"
1990-W03,199003,558,FR,"France"
1990-W02,199002,610,FR,"France"
1990-W01,199001,855,FR,"France"
1989-W52,198952,1035,FR,"France"
1989-W51,198951,1463,FR,"France"
1989-W50,198950,1334,FR,"France"
1989-W49,198949,638,FR,"France"
1989-W48,198948,212,FR,"France"
1989-W47,198947,73,FR,"France"
1989-W46,198946,42,FR,"France"
1989-W45,198945,40,FR,"France"
1989-W44,198944,42,FR,"France"
1989-W43,198943,53,FR,"France"
1989-W42,198942,70,FR,"France"
1989-W41,198941,78,FR,"France"
1989-W40,198940,56,FR,"France"
1989-W39,198939,44,FR,"France"
1989-W38,198938,33,FR,"France"
1989-W37,198937,21,FR,"France"
1989-W36,198936,8,FR,"France"
1989-W35,198935,8,FR,"France"
1989-W34,198934,11,FR,"France"
1989-W33,198933,14,FR,"France"
1989-W32,198932,13,FR,"France"
1989-W31,198931,5,FR,"France"
1989-W30,198930,6,FR,"France"
1989-W29,198929,7,FR,"France"
1989-W28,198928,2,FR,"France"
1989-W27,198927,6,FR,"France"
1989-W26,198926,10,FR,"France"
1989-W25,198925,11,FR,"France"
1989-W24,198924,11,FR,"France"
1989-W23,198923,21,FR,"France"
1989-W22,198922,16,FR,"France"
1989-W21,198921,17,FR,"France"
1989-W20,198920,11,FR,"France"
1989-W19,198919,,FR,"France"
1989-W18,198918,24,FR,"France"
1989-W17,198917,19,FR,"France"
1989-W16,198916,19,FR,"France"
1989-W15,198915,17,FR,"France"
1989-W14,198914,27,FR,"France"
1989-W13,198913,19,FR,"France"
1989-W12,198912,24,FR,"France"
1989-W11,198911,30,FR,"France"
1989-W10,198910,22,FR,"France"
1989-W09,198909,23,FR,"France"
1989-W08,198908,35,FR,"France"
1989-W07,198907,49,FR,"France"
1989-W06,198906,85,FR,"France"
1989-W05,198905,94,FR,"France"
1989-W04,198904,98,FR,"France"
1989-W03,198903,118,FR,"France"
1989-W02,198902,200,FR,"France"
1989-W01,198901,360,FR,"France"
1988-W52,198852,837,FR,"France"
1988-W51,198851,1562,FR,"France"
1988-W50,198850,1793,FR,"France"
1988-W49,198849,1729,FR,"France"
1988-W48,198848,1141,FR,"France"
1988-W47,198847,440,FR,"France"
1988-W46,198846,165,FR,"France"
1988-W45,198845,97,FR,"France"
1988-W44,198844,75,FR,"France"
1988-W43,198843,68,FR,"France"
1988-W42,198842,81,FR,"France"
1988-W41,198841,83,FR,"France"
1988-W40,198840,71,FR,"France"
1988-W39,198839,78,FR,"France"
1988-W38,198838,63,FR,"France"
1988-W37,198837,28,FR,"France"
1988-W36,198836,13,FR,"France"
1988-W35,198835,14,FR,"France"
1988-W34,198834,9,FR,"France"
1988-W33,198833,14,FR,"France"
1988-W32,198832,13,FR,"France"
1988-W31,198831,16,FR,"France"
1988-W30,198830,8,FR,"France"
1988-W29,198829,11,FR,"France"
1988-W28,198828,15,FR,"France"
1988-W27,198827,8,FR,"France"
1988-W26,198826,13,FR,"France"
1988-W25,198825,14,FR,"France"
1988-W24,198824,12,FR,"France"
1988-W23,198823,16,FR,"France"
1988-W22,198822,21,FR,"France"
1988-W21,198821,20,FR,"France"
1988-W20,198820,25,FR,"France"
1988-W19,198819,33,FR,"France"
1988-W18,198818,37,FR,"France"
1988-W17,198817,39,FR,"France"
1988-W16,198816,60,FR,"France"
1988-W15,198815,126,FR,"France"
1988-W14,198814,222,FR,"France"
1988-W13,198813,347,FR,"France"
1988-W12,198812,507,FR,"France"
1988-W11,198811,566,FR,"France"
1988-W10,198810,421,FR,"France"
1988-W09,198809,243,FR,"France"
1988-W08,198808,157,FR,"France"
1988-W07,198807,138,FR,"France"
1988-W06,198806,124,FR,"France"
1988-W05,198805,130,FR,"France"
1988-W04,198804,130,FR,"France"
1988-W03,198803,123,FR,"France"
1988-W02,198802,107,FR,"France"
1988-W01,198801,109,FR,"France"
1987-W53,198753,85,FR,"France"
1987-W52,198752,21,FR,"France"
1987-W51,198751,86,FR,"France"
1987-W50,198750,104,FR,"France"
1987-W49,198749,89,FR,"France"
1987-W48,198748,75,FR,"France"
1987-W47,198747,53,FR,"France"
1987-W46,198746,67,FR,"France"
1987-W45,198745,64,FR,"France"
1987-W44,198744,74,FR,"France"
1987-W43,198743,83,FR,"France"
1987-W42,198742,68,FR,"France"
1987-W41,198741,76,FR,"France"
1987-W40,198740,44,FR,"France"
1987-W39,198739,58,FR,"France"
1987-W38,198738,30,FR,"France"
1987-W37,198737,20,FR,"France"
1987-W36,198736,14,FR,"France"
1987-W35,198735,11,FR,"France"
1987-W34,198734,12,FR,"France"
1987-W33,198733,12,FR,"France"
1987-W32,198732,13,FR,"France"
1987-W31,198731,15,FR,"France"
1987-W30,198730,8,FR,"France"
1987-W29,198729,8,FR,"France"
1987-W28,198728,5,FR,"France"
1987-W27,198727,18,FR,"France"
1987-W26,198726,22,FR,"France"
1987-W25,198725,42,FR,"France"
1987-W24,198724,20,FR,"France"
1987-W23,198723,29,FR,"France"
1987-W22,198722,27,FR,"France"
1987-W21,198721,32,FR,"France"
1987-W20,198720,19,FR,"France"
1987-W19,198719,23,FR,"France"
1987-W18,198718,29,FR,"France"
1987-W17,198717,38,FR,"France"
1987-W16,198716,58,FR,"France"
1987-W15,198715,80,FR,"France"
1987-W14,198714,91,FR,"France"
1987-W13,198713,112,FR,"France"
1987-W12,198712,107,FR,"France"
1987-W11,198711,96,FR,"France"
1987-W10,198710,167,FR,"France"
1987-W09,198709,264,FR,"France"
1987-W08,198708,391,FR,"France"
1987-W07,198707,518,FR,"France"
1987-W06,198706,533,FR,"France"
1987-W05,198705,424,FR,"France"
1987-W04,198704,285,FR,"France"
1987-W03,198703,187,FR,"France"
1987-W02,198702,133,FR,"France"
1987-W01,198701,125,FR,"France"
1986-W52,198652,138,FR,"France"
1986-W51,198651,132,FR,"France"
1986-W50,198650,133,FR,"France"
1986-W49,198649,102,FR,"France"
1986-W48,198648,83,FR,"France"
1986-W47,198647,66,FR,"France"
1986-W46,198646,58,FR,"France"
1986-W45,198645,70,FR,"France"
1986-W44,198644,52,FR,"France"
1986-W43,198643,50,FR,"France"
1986-W42,198642,57,FR,"France"
1986-W41,198641,59,FR,"France"
1986-W40,198640,60,FR,"France"
1986-W39,198639,52,FR,"France"
1986-W38,198638,48,FR,"France"
1986-W37,198637,29,FR,"France"
1986-W36,198636,17,FR,"France"
1986-W35,198635,19,FR,"France"
1986-W34,198634,10,FR,"France"
1986-W33,198633,6,FR,"France"
1986-W32,198632,2,FR,"France"
1986-W31,198631,4,FR,"France"
1986-W30,198630,4,FR,"France"
1986-W29,198629,7,FR,"France"
1986-W28,198628,4,FR,"France"
1986-W27,198627,14,FR,"France"
1986-W26,198626,16,FR,"France"
1986-W25,198625,20,FR,"France"
1986-W24,198624,20,FR,"France"
1986-W23,198623,26,FR,"France"
1986-W22,198622,18,FR,"France"
1986-W21,198621,26,FR,"France"
1986-W20,198620,31,FR,"France"
1986-W19,198619,40,FR,"France"
1986-W18,198618,57,FR,"France"
1986-W17,198617,63,FR,"France"
1986-W16,198616,74,FR,"France"
1986-W15,198615,77,FR,"France"
1986-W14,198614,90,FR,"France"
1986-W13,198613,157,FR,"France"
1986-W12,198612,225,FR,"France"
1986-W11,198611,303,FR,"France"
1986-W10,198610,464,FR,"France"
1986-W09,198609,580,FR,"France"
1986-W08,198608,810,FR,"France"
1986-W07,198607,886,FR,"France"
1986-W06,198606,793,FR,"France"
1986-W05,198605,658,FR,"France"
1986-W04,198604,629,FR,"France"
1986-W03,198603,490,FR,"France"
1986-W02,198602,322,FR,"France"
1986-W01,198601,203,FR,"France"
1985-W52,198552,157,FR,"France"
1985-W51,198551,208,FR,"France"
1985-W50,198550,156,FR,"France"
1985-W49,198549,120,FR,"France"
1985-W48,198548,124,FR,"France"
1985-W47,198547,120,FR,"France"
1985-W46,198546,128,FR,"France"
1985-W45,198545,104,FR,"France"
1985-W44,198544,122,FR,"France"
1985-W43,198543,158,FR,"France"
1985-W42,198542,138,FR,"France"
1985-W41,198541,83,FR,"France"
1985-W40,198540,90,FR,"France"
1985-W39,198539,72,FR,"France"
1985-W38,198538,50,FR,"France"
1985-W37,198537,40,FR,"France"
1985-W36,198536,51,FR,"France"
1985-W35,198535,55,FR,"France"
1985-W34,198534,73,FR,"France"
1985-W33,198533,41,FR,"France"
1985-W32,198532,14,FR,"France"
1985-W31,198531,31,FR,"France"
1985-W30,198530,21,FR,"France"
1985-W29,198529,24,FR,"France"
1985-W28,198528,26,FR,"France"
1985-W27,198527,36,FR,"France"
1985-W26,198526,34,FR,"France"
1985-W25,198525,35,FR,"France"
1985-W24,198524,36,FR,"France"
1985-W23,198523,35,FR,"France"
1985-W22,198522,44,FR,"France"
1985-W21,198521,47,FR,"France"
1985-W20,198520,51,FR,"France"
1985-W19,198519,78,FR,"France"
1985-W18,198518,74,FR,"France"
1985-W17,198517,62,FR,"France"
1985-W16,198516,91,FR,"France"
1985-W15,198515,116,FR,"France"
1985-W14,198514,244,FR,"France"
1985-W13,198513,357,FR,"France"
1985-W12,198512,445,FR,"France"
1985-W11,198511,501,FR,"France"
1985-W10,198510,640,FR,"France"
1985-W09,198509,670,FR,"France"
1985-W08,198508,707,FR,"France"
1985-W07,198507,855,FR,"France"
1985-W06,198506,1026,FR,"France"
1985-W05,198505,1155,FR,"France"
1985-W04,198504,770,FR,"France"
1985-W03,198503,388,FR,"France"
1985-W02,198502,177,FR,"France"
1985-W01,198501,155,FR,"France"
1984-W52,198452,154,FR,"France"
1984-W51,198451,185,FR,"France"
1984-W50,198450,225,FR,"France"
1984-W49,198449,184,FR,"France"
1984-W48,198448,143,FR,"France"
1984-W47,198447,131,FR,"France"
1984-W46,198446,159,FR,"France"
1984-W45,198445,246,FR,"France"
1984-W44,198444,125,FR,"France"